epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
188,26354.9,0.94282,0.61983,1.03023,0.81383,0.77002,0.81551,0.57298,0.93704,0.67632,1.11688,0.0007435,0.0007435,0.0007435
189,26469.9,0.94228,0.62123,1.02969,0.81329,0.76827,0.81567,0.57346,0.93651,0.67503,1.1163,0.000694,0.000694,0.000694
190,26842.2,0.94357,0.61372,1.02664,0.81546,0.77035,0.81617,0.57355,0.93609,0.67506,1.11614,0.0006445,0.0006445,0.0006445
191,26912.2,0.90242,0.57004,1.03273,0.80772,0.77745,0.8161,0.57304,0.93582,0.67472,1.11579,0.000595,0.000595,0.000595
192,26982.5,0.89588,0.56416,1.02801,0.80852,0.77832,0.8166,0.57385,0.93501,0.67465,1.11509,0.0005455,0.0005455,0.0005455
193,27052.9,0.89563,0.56087,1.03034,0.80691,0.78062,0.81735,0.57473,0.93417,0.674,1.11457,0.000496,0.000496,0.000496
194,27124.4,0.89459,0.55726,1.0308,0.8051,0.78023,0.81793,0.57473,0.93448,0.67446,1.11468,0.0004465,0.0004465,0.0004465
195,27198.4,0.89356,0.55869,1.02472,0.80581,0.7818,0.81823,0.57529,0.93408,0.67461,1.1142,0.000397,0.000397,0.000397
196,27273.1,0.89216,0.55538,1.02237,0.80658,0.78303,0.81852,0.57551,0.93419,0.67389,1.11397,0.0003475,0.0003475,0.0003475
197,27343.4,0.88998,0.55566,1.02383,0.80781,0.78172,0.81873,0.57558,0.93354,0.67379,1.11371,0.000298,0.000298,0.000298
198,27413.9,0.88846,0.55398,1.02558,0.80689,0.78263,0.81867,0.57582,0.93327,0.67306,1.11377,0.0002485,0.0002485,0.0002485
199,27488.1,0.88819,0.55281,1.02382,0.80765,0.78279,0.81796,0.57564,0.93297,0.67261,1.1139,0.000199,0.000199,0.000199
200,27558.2,0.88466,0.54957,1.02271,0.80804,0.7824,0.81834,0.57549,0.93312,0.67267,1.11381,0.0001495,0.0001495,0.0001495
